le,operation,min,max,avg,sum,last,integral
14.678,UpdateUser,0,0,0,0,0,0
14.678,UpdateSamlApplicationAssignments,0,0,0,0,0,0
14.678,UpdateSamlApplication,0,0,0,0,0,0
14.678,UpdateOAuthApplicationAssignments,0,0,0,0,0,0
14.678,UpdateOAuthApplicationAccessBindings,0,0,0,0,0,0
14.678,UpdateOAuthApplication,0,0,0,0,0,0
14.678,UpdateAssignments,0,0,0,0,0,0
14.678,UnlinkOAuthClient,0,0,0,0,0,0
14.678,SuspendSamlApplication,0,0,0,0,0,0
14.678,SuspendOAuthApplication,0,0,0,0,0,0
14.678,SetOthersPassword,0,0,0,0,0,0
14.678,SetOAuthApplicationAccessBindings,0,0,0,0,0,0
14.678,ReactivateSamlApplication,0,0,0,0,0,0
14.678,ReactivateOAuthApplication,0,0,0,0,0,0
14.678,DeleteSamlApplication,0,0,0,0,0,0
14.678,DeleteOrganizationSamlApplications,0,0,0,0,0,0
14.678,DeleteOrganizationOAuthApplications,0,0,0,0,0,0
14.678,DeleteDomain,0,0,0,0,0,0
14.678,DeleteApplication,0,0,0,0,0,0
14.678,CreateUserpool,0,0,0,0,0,0
14.678,CreateSamlApplication,0,0,0,0,0,0
14.678,AddDomain,0,0,0,0,0,0
10,UpdateUserpoolAccessBindings,0,0,0,0,0,0
10,UpdateUserpool,0,0,0,0,0,0
10,UpdateUser,0,0,0,0,0,0
10,UpdateSamlApplicationAssignments,0,0,0,0,0,0
10,UpdateSamlApplication,0,0,0,0,0,0
10,UpdateOAuthApplicationAccessBindings,0,0,0,0,0,0
10,UpdateOAuthApplication,0,0,0,0,0,0
10,UpdateAssignments,0,0,0,0,0,0
10,UnlinkOAuthClient,0,0,0,0,0,0
10,SuspendSamlApplication,0,0,0,0,0,0
10,SetOthersPassword,0,0,0,0,0,0
10,SetOAuthApplicationAccessBindings,0,0,0,0,0,0
10,ReactivateSamlApplication,0,0,0,0,0,0
10,ReactivateOAuthApplication,0,0,0,0,0,0
10,DeleteOrganizationSamlApplications,0,0,0,0,0,0
10,DeleteOrganizationOAuthApplications,0,0,0,0,0,0
10,CreateSamlApplication,0,0,0,0,0,0
10,AddDomain,0,0,0,0,0,0
6.813,ValidateDomain,0,0,0,0,0,0
6.813,UpdateUserpoolAccessBindings,0,0,0,0,0,0
6.813,UpdateUserpool,0,0,0,0,0,0
6.813,UpdateSamlApplication,0,0,0,0,0,0
6.813,UpdateOAuthApplicationAssignments,0,0,0,0,0,0
6.813,UpdateOAuthApplicationAccessBindings,0,0,0,0,0,0
6.813,UpdateOAuthApplication,0,0,0,0,0,0
6.813,UnlinkOAuthClient,0,0,0,0,0,0
6.813,SuspendSamlApplication,0,0,0,0,0,0
6.813,SuspendOAuthApplication,0,0,0,0,0,0
6.813,SetOthersPassword,0,0,0,0,0,0
6.813,SetOAuthApplicationAccessBindings,0,0,0,0,0,0
6.813,ReactivateSamlApplication,0,0,0,0,0,0
6.813,ReactivateOAuthApplication,0,0,0,0,0,0
6.813,DeleteDomain,0,0,0,0,0,0
6.813,CreateSamlApplication,0,0,0,0,0,0
6.813,AddDomain,0,0,0,0,0,0
4.642,ValidateDomain,0,0,0,0,0,0
4.642,UpdateUserpoolAccessBindings,0,0,0,0,0,0
4.642,UpdateUserpool,0,0,0,0,0,0
4.642,UpdateSamlApplication,0,0,0,0,0,0
4.642,UnlinkOAuthClient,0,0,0,0,0,0
4.642,SuspendSamlApplication,0,0,0,0,0,0
4.642,SetOthersPassword,0,0,0,0,0,0
4.642,DeleteDomain,0,0,0,0,0,0
4.642,AddDomain,0,0,0,0,0,0
3.162,ValidateDomain,0,0,0,0,0,0
3.162,UpdateUserpoolAccessBindings,0,0,0,0,0,0
3.162,UpdateUserpool,0,0,0,0,0,0
3.162,UpdateSamlApplication,0,0,0,0,0,0
3.162,UpdateOAuthApplication,0,0,0,0,0,0
3.162,SuspendSamlApplication,0,0,0,0,0,0
3.162,SetOthersPassword,0,0,0,0,0,0
3.162,DeleteOrganizationOAuthApplications,0,0,0,0,0,0
3.162,DeleteDomain,0,0,0,0,0,0
3.162,CreateSamlApplication,0,0,0,0,0,0
3.162,AddDomain,0,0,0,0,0,0
2.154,UpdateUserpoolAccessBindings,0,0,0,0,0,0
2.154,UpdateUserpool,0,0,0,0,0,0
2.154,UpdateSamlApplication,0,0,0,0,0,0
2.154,UnlinkOAuthClient,0,0,0,0,0,0
2.154,SuspendSamlApplication,0,0,0,0,0,0
2.154,SuspendOAuthApplication,0,0,0,0,0,0
2.154,ReactivateSamlApplication,0,0,0,0,0,0
2.154,ReactivateOAuthApplication,0,0,0,0,0,0
2.154,AddDomain,0,0,0,0,0,0
1.468,UpdateUserpoolAccessBindings,0,0,0,0,0,0
1.468,UpdateUserpool,0,0,0,0,0,0
1.468,UpdateOAuthApplication,0,0,0,0,0,0
1.468,UnlinkOAuthClient,0,0,0,0,0,0
1.468,SuspendOAuthApplication,0,0,0,0,0,0
1.468,ReactivateOAuthApplication,0,0,0,0,0,0
1.468,DeleteOrganizationOAuthApplications,0,0,0,0,0,0
1,UpdateUserpoolAccessBindings,0,0,0,0,0,0
1,UpdateUserpool,0,0,0,0,0,0
1,UnlinkOAuthClient,0,0,0,0,0,0
0.681,UpdateUserpoolAccessBindings,0,0,0,0,0,0
0.681,DeleteOrganizationOAuthApplications,0,0,0,0,0,0
0.464,UpdateUserpoolAccessBindings,0,0,0,0,0,0
0.464,DeleteOrganizationOAuthApplications,0,0,0,0,0,0
0.316,UpdateUserpoolAccessBindings,0,0,0,0,0,0
0.316,DeleteOrganizationSamlApplications,0,0,0,0,0,0
0.215,UpdateUserpoolAccessBindings,0,0,0,0,0,0
0.215,DeleteOrganizationSamlApplications,0,0,0,0,0,0
0.147,UpdateUserpoolAccessBindings,0,0,0,0,0,0
0.147,DeleteOrganizationSamlApplications,0,0,0,0,0,0
0.147,DeleteOrganizationOAuthApplications,0,0,0,0,0,0
0.1,UpdateUserpoolAccessBindings,0,0,0,0,0,0
0.1,DeleteOrganizationOAuthApplications,0,0,0,0,0,0
14.678,SetPasswordHash,0,1.0100000000505,0.4412424849920011,220.18000001100853,1.0100000000505,266858.1600133422
10,UpdateOAuthApplicationAssignments,0,1.0100000000505,0.4412424849920011,220.18000001100853,1.0100000000505,266858.1600133422
10,DeleteDomain,0,1.0100000000505,0.4412424849920011,220.18000001100853,1.0100000000505,266858.1600133422
1.468,AddDomain,0,1.0100000000505,0.47160320643640474,235.33000001176597,1.0100000000505,285219.96001426067
31.623,DeleteUserpool,0,1.0227848100243038,1.0186854721083654,508.32405058207434,1.0227848100243038,616088.7493054755
4.642,ReactivateSamlApplication,0,1.0227848101777215,0.5616092945665218,280.24303798869437,1.0227848101777215,339654.5620422979
3.162,ReactivateSamlApplication,0,1.0227848101777215,0.5616092945665218,280.24303798869437,1.0227848101777215,339654.5620422979
0.1,DeleteOrganizationSamlApplications,0,1.0244411248775127,0.45986936267046646,229.47481197256278,1.0244411248775127,278123.47211074707
1.468,SuspendSamlApplication,0,1.1068493151238357,0.5146072968110831,256.78904110873043,1.1068493151238357,311228.31782378006
6.813,DeleteOrganizationOAuthApplications,0,2.020000000101,1.0160721443393783,507.0200000253498,2.020000000101,614508.2400307256
4.642,UpdateOAuthApplicationAccessBindings,0,2.020000000101,1.461362725523978,729.2200000364651,2.020000000101,883814.6400441962
4.642,SuspendOAuthApplication,0,2.020000000101,1.7649699399680236,880.7200000440438,2.020000000101,1067432.6400533805
3.162,DeleteOrganizationSamlApplications,0,2.020000000101,1.0120240481467913,505.0000000252488,2.020000000101,612060.0000306031
2.154,UpdateOAuthApplication,0,2.020000000101,1.7204408818495636,858.5000000429322,2.020000000101,1040502.0000520336
2.154,DeleteOrganizationSamlApplications,0,2.020000000101,1.0160721443393783,507.0200000253498,2.020000000101,614508.2400307256
2.154,DeleteDomain,0,2.020000000101,2.00785571152326,1001.9200000501068,2.020000000101,1214327.040060728
1.468,UpdateSamlApplication,0,2.020000000101,1.7649699399680236,880.7200000440438,2.020000000101,1067432.6400533805
1.468,ReactivateSamlApplication,0,2.020000000101,1.7528256513902618,874.6600000437406,2.020000000101,1060087.9200530131
1.468,DeleteOrganizationSamlApplications,0,2.020000000101,1.0160721443393783,507.0200000253498,2.020000000101,614508.2400307256
1,DeleteOrganizationSamlApplications,0,2.020000000101,1.0160721443393783,507.0200000253498,2.020000000101,614508.2400307256
1,DeleteOrganizationOAuthApplications,0,2.020000000101,0.08905811623691784,44.440000002222,2.020000000101,53861.28000269309
0.681,DeleteOrganizationSamlApplications,0,2.020000000101,1.0160721443393783,507.0200000253498,2.020000000101,614508.2400307256
68.129,DeleteUserpool,0,2.045569620355443,2.0373709445223405,1016.648101316648,2.045569620355443,1232177.4987957804
46.416,DeleteUserpool,0,2.045569620355443,2.0373709445223405,1016.648101316648,2.045569620355443,1232177.4987957804
14.678,DeleteOAuthApplication,0,2.045569620355443,1.1232185891330435,560.4860759773887,2.045569620355443,679309.1240845958
10,ValidateDomain,0,2.045569620355443,1.1232185891330435,560.4860759773887,2.045569620355443,679309.1240845958
10,DeleteApplication,0,2.045569620355443,1.1232185891330435,560.4860759773887,2.045569620355443,679309.1240845958
10,CreateUserpool,0,2.045569620355443,1.1232185891330435,560.4860759773887,2.045569620355443,679309.1240845958
6.813,UpdateUser,0,2.045569620355443,1.1232185891330435,560.4860759773887,2.045569620355443,679309.1240845958
6.813,UpdateAssignments,0,2.045569620355443,0.6722914183132108,335.4734177382922,2.045569620355443,406593.7822988113
4.642,UpdateOAuthApplication,0,2.045569620355443,1.1232185891330435,560.4860759773887,2.045569620355443,679309.1240845958
4.642,CreateSamlApplication,0,2.045569620355443,1.1232185891330435,560.4860759773887,2.045569620355443,679309.1240845958
4.642,CreateOAuthApplication,0,2.045569620355443,1.1232185891330435,560.4860759773887,2.045569620355443,679309.1240845958
3.162,UnlinkOAuthClient,0,2.045569620355443,1.1232185891330435,560.4860759773887,2.045569620355443,679309.1240845958
3.162,SuspendOAuthApplication,0,2.045569620355443,1.1232185891330435,560.4860759773887,2.045569620355443,679309.1240845958
2.154,SetOthersPassword,0,2.045569620355443,1.1232185891330435,560.4860759773887,2.045569620355443,679309.1240845958
0.681,UnlinkOAuthClient,0,2.045569620355443,1.1232185891330435,560.4860759773887,2.045569620355443,679309.1240845958
21.544,SetPasswordHash,0,2.059350649453617,0.8996762356330443,448.9384415808891,2.059350649453617,544113.3911960343
10,SuspendOAuthApplication,0,2.059350649453617,0.8996762356330443,448.9384415808891,2.059350649453617,544113.3911960343
10,CreateOAuthApplication,0,3.055569620405943,1.594821795569446,795.8160759891535,3.055569620405943,964529.084098858
6.813,CreateOAuthApplication,0,3.055569620405943,1.594821795569446,795.8160759891535,3.055569620405943,964529.084098858
3.162,ReactivateOAuthApplication,0,3.055569620405943,1.5644610741250424,780.6660759883962,3.055569620405943,946167.2840979401
4.642,ReactivateOAuthApplication,0,3.069350649504117,2.2234036906090533,1109.4784416139175,3.069350649504117,1344687.8712360759
6.813,DeleteApplication,0,3.13746151230193,1.633059893388617,814.8968868009198,3.13746151230193,987655.0268027164
2.154,DeleteOrganizationOAuthApplications,0,4.040000000202,2.1292985973008505,1062.5200000531245,4.040000000202,1287774.2400643902
0.464,DeleteOrganizationSamlApplications,0,4.040000000202,2.2628857716562307,1129.1800000564592,4.040000000202,1368566.1600684314
0.215,DeleteOrganizationOAuthApplications,0,4.040000000202,3.222284569299415,1607.920000080408,4.040000000202,1948799.0400974543
10,DeleteSamlApplication,0,4.0655696204564435,3.203222647987475,1598.40810134575,4.0655696204564435,1937270.6188310608
14.678,ValidateDomain,0,4.091139239483544,2.2464371775921754,1120.9721516184954,4.091139239483544,1358618.2477616167
14.678,CreateOAuthApplication,0,4.091139239483544,2.2464371775921754,1120.9721516184954,4.091139239483544,1358618.2477616167
4.642,DeleteOrganizationSamlApplications,0,4.091139240710886,2.057867634105066,1026.875949418428,4.091139240710886,1244573.6506951374
3.162,CreateOAuthApplication,0,5.146849315325836,3.6802185194142707,1836.4290411877212,5.146849315325836,2225751.9979195204
3.162,SetOAuthApplicationAccessBindings,0,6.060000000303001,4.230260521253609,2110.9000001055506,6.060000000303001,2558410.800127904
6.813,UpdateSamlApplicationAssignments,0,6.085569619345443,2.453453742517216,1224.2734175160906,6.085569619345443,1483819.3820295045
2.154,CreateSamlApplication,0,6.085569620557443,6.020697598028178,3004.328101416061,6.085569620557443,3641245.658916216
6.813,DeleteOrganizationSamlApplications,0,6.111139240811886,1.1964430126673138,597.0250633209896,6.111139240811886,723594.3767450409
4.642,SetOAuthApplicationAccessBindings,0,6.1111392408118865,4.0436381626029005,2017.7754431388475,6.1111392408118865,2445543.8370842957
215.443,ValidateDomain,0,6.136708859838988,3.3696557667252254,1681.4582275958874,6.136708859838988,2037927.3718462053
46.416,ValidateDomain,0,6.136708860759494,3.369655767230656,1681.4582278480975,6.136708860759494,2037927.3721519012
31.623,ValidateDomain,0,6.136708860759494,3.369655767230656,1681.4582278480975,6.136708860759494,2037927.3721519012
100,ValidateDomain,0,6.215384614452309,3.4128564816832117,1703.0153843599226,6.215384614452309,2064054.6458442456
68.129,ValidateDomain,0,6.2153846153846155,3.4128564821951772,1703.0153846153935,6.2153846153846155,2064054.6461538547
215.443,CreateUser,0,6.215384615695385,3.4128564823658203,1703.0153847005442,6.215384615695385,2064054.6462570631
100,CreateUser,0,6.296103896418701,3.457179293825117,1725.1324676187335,6.296103896418701,2090860.5507539012
4.642,UpdateOAuthApplicationAssignments,0,7.095569620607943,5.24833109282731,2618.9172153208274,7.095569620607943,3174127.664968814
0.316,DeleteOrganizationOAuthApplications,0,7.141714743790809,3.2089969261048177,1601.289466126304,7.141714743790809,1940762.8329450786
2.154,ValidateDomain,0,9.115569620708943,5.08489561426709,2537.362911519278,9.115569620708943,3075283.8487613816
3.162,UpdateOAuthApplicationAccessBindings,0,10.125569620759443,5.6799913754393945,2834.315696344258,10.125569620759443,3435190.623969224
4.642,DeleteOrganizationOAuthApplications,0,10.151139239801886,4.1709738460283585,2081.315949168151,10.151139239801886,2522554.9303917997
6.813,CreateUserpool,0,10.273558176341664,6.552368388916844,3269.631826069505,10.273558176341664,3962793.773196218
10,SetPasswordHash,0,10.308361884365391,4.710125709742773,2350.3527291616438,10.308361884365391,2848627.5077438992
4.642,DeleteApplication,0,12.19670886136933,8.58908652791476,4285.954177429466,12.19670886136933,5194576.463044548
31.623,CreateUser,0,12.657485380598333,6.609037842025085,3297.9098831705173,12.657485380598333,3997066.7784026684
2.154,UpdateUser,0,12.682972175852008,5.673426207338202,2831.0396774617625,12.682972175852008,3431220.089083651
46.416,CreateUser,0,15.286486485940541,8.393782158612673,4188.497297147724,15.286486485940541,5076458.724143058
68.129,CreateUser,0,17.470270268523244,9.592893894940621,4786.85405357537,17.470270268523244,5801667.11293334
0.1,SetPasswordHash,0,17.49904379831774,8.145324777882864,4064.517064163549,17.49904379831774,4926194.681766203
0.464,UnlinkOAuthClient,0,18.20556962116344,9.8118677866959,4896.122025561254,18.20556962116344,5934099.894980244
2.154,CreateOAuthApplication,0,19.317848102231714,10.924684305865641,5451.417468626955,19.317848102231714,6607117.9719759375
10,DeleteOAuthApplication,0,19.544512409972576,10.594421997912034,5286.616576958105,19.544512409972576,6407379.29127325
1,ReactivateOAuthApplication,0,20.302278482027774,12.654041247683706,6314.366582594169,20.302278482027774,7653012.298104177
0.147,SetPasswordHash,0,20.85052050572886,9.672101866309632,4826.378831288506,20.85052050572886,5849571.143521663
4.642,UpdateAssignments,0,23.30670886192483,12.146876284821401,6061.291266125879,23.30670886192483,7346285.014544551
1,SuspendOAuthApplication,0,24.291139241720884,13.449261561769347,6711.181519322904,24.291139241720884,8133952.001419358
0.215,SetPasswordHash,0,24.303322883360856,11.318919289238277,5648.1407253299,24.303322883360856,6845546.559099773
1.468,DeleteDomain,0,24.342909830878032,8.871441079194263,4426.849098517937,24.342909830878032,5365341.107403761
1,ReactivateSamlApplication,0,28.331139241922884,16.939284138743083,8452.7027852328,28.331139241922884,10244675.775702167
21.544,CreateUser,0,29.171948051738184,14.483562449493796,7227.297662297404,29.171948051738184,8759484.76670437
6.813,SetPasswordHash,0,29.25985665634056,13.207108617180918,6590.347199973278,29.25985665634056,7987500.806367634
4.642,UpdateSamlApplicationAssignments,0,37.44670886263183,22.372367267296553,11163.81126638098,37.44670886263183,13530539.25485379
21.544,DeleteUserpool,0,38.51187252492045,24.11804709948209,12034.905502641563,38.51187252492045,14586305.46920161
0.147,DeleteSamlApplication,0,39.36569307901157,23.451345902852403,11702.22160552335,39.36569307901157,14183092.585894275
0.316,SetPasswordHash,0,41.488200967345875,19.314265827077545,9637.818647711694,41.488200967345875,11681036.201026637
0.147,SuspendSamlApplication,0,42.63799740557234,23.352455896405036,11652.875492306113,42.63799740557234,14123285.096675023
1,UpdateSamlApplication,0,42.64469741846655,19.337240637954487,9649.28307833929,42.64469741846655,11694931.090947181
0.147,UpdateOAuthApplicationAccessBindings,0,43.50670886293482,23.38213667958925,11667.686203115036,43.50670886293482,14141235.678175466
0.464,SetPasswordHash,0,45.16700494460046,20.996643096830343,10477.32490531834,45.16700494460046,12698517.785245832
3.162,DeleteApplication,0,48.68550398743193,28.940808212649696,14441.463298112198,48.68550398743193,17503053.517312028
1,AddDomain,0,50.628479452445475,25.982744317874083,12965.389414619167,50.628479452445475,15714051.970518474
1,SuspendSamlApplication,0,53.683417722991166,29.083957028314572,14512.894557128971,53.683417722991166,17589628.2032403
0.681,SetPasswordHash,0,55.137218322144186,25.666030214227845,12807.349076899694,55.137218322144186,15522507.081202343
0.681,UpdateUserpool,0,56.7658682274407,31.79751836190665,15866.961662591419,56.7658682274407,19230757.53506086
0.215,DeleteSamlApplication,0,58.70784810420122,31.088917583553993,15513.369874193442,58.70784810420122,18802204.28752243
0.1,SuspendSamlApplication,0,58.86126582572787,31.00224220748097,15470.118861533003,58.86126582572787,18749784.060178015
0.147,ReactivateOAuthApplication,0,60.79276837375586,32.23944767866465,16087.484391653661,60.79276837375586,19498031.082684256
0.147,UpdateOAuthApplication,0,61.98000744911539,33.963611453939954,16947.842115516036,61.98000744911539,20540784.64400544
6.813,DeleteOAuthApplication,0,62.156078847287915,34.09118918832718,17011.50340497526,62.156078847287915,20617942.126830015
0.147,ValidateDomain,0,62.78620253478488,24.75354455870698,12352.018734794783,62.78620253478488,14970646.706571333
2.154,SetPasswordHash,0,64.54234698979413,29.786056034864934,14863.241961397602,64.54234698979413,18014249.257213928
14.678,CreateUser,0,66.861974788563,31.497182429205367,15717.094032173478,66.861974788563,19049117.966994222
0.147,ReactivateSamlApplication,0,67.21400844217926,31.383796624350598,15660.514515550949,67.21400844217926,18980543.592847727
0.147,UpdateUserpool,0,68.71835443381568,36.83375536066059,18380.043924969636,68.71835443381568,22276613.237063214
4.642,CreateUserpool,0,70.39713277634017,38.59413640956448,19258.474068372674,70.39713277634017,23341270.570867676
0.147,UpdateOAuthApplicationAssignments,0,73.07897090616916,38.30405943427651,19113.725657703977,73.07897090616916,23165835.497137174
0.147,UpdateUser,0,73.45451361496764,36.711258860510156,18318.91817139457,73.45451361496764,22202528.823730193
0.147,SetOAuthApplicationAccessBindings,0,73.93521259701063,38.28512463612262,19104.277193425187,73.93521259701063,23154383.95843141
0.147,SuspendOAuthApplication,0,75.0212658265359,34.24445980739947,17087.985443892336,75.0212658265359,20710638.357997566
0.215,SuspendSamlApplication,0,76.11201337607926,37.55869276266347,18741.78768856907,76.11201337607926,22715046.678545713
3.162,SetPasswordHash,0,76.98754357460541,34.675382682932074,17303.015958783104,76.98754357460541,20971255.34204505
0.215,ReactivateOAuthApplication,0,80.00734177615227,40.61306309023227,20265.9184820259,80.00734177615227,24562293.20021547
0.215,UpdateOAuthApplicationAssignments,0,82.04012658638054,32.79408843166431,16364.250127400494,82.04012658638054,19833471.154409442
0.215,UpdateOAuthApplicationAccessBindings,0,84.02240350474811,40.90727092770667,20412.728192925628,84.02240350474811,24740226.569825858
0.215,ValidateDomain,0,84.06175415410074,35.59383246355664,17761.322399314762,84.06175415410074,21526722.747969512
0.1,ReactivateSamlApplication,0,86.04177215620085,40.356956953896294,20138.12151999425,86.04177215620085,24407403.282233004
0.1,UpdateOAuthApplicationAccessBindings,0,87.14126582714195,46.22841303090015,23067.978102419176,87.14126582714195,27958389.46013207
0.147,CreateSamlApplication,0,87.14357330869002,44.85705803160351,22383.67195777015,87.14357330869002,27129010.412817337
3.162,UpdateAssignments,0,88.20240506770129,44.03209025866383,21972.013039073252,88.20240506770129,26630079.803356834
0.1,DeleteSamlApplication,0,88.3046835487191,46.75302580077,23329.75987458423,88.3046835487191,28275668.967996057
0.1,UpdateOAuthApplication,0,88.31941097007167,43.60643669346708,21759.611910040072,88.31941097007167,26372649.6349686
0.215,UpdateOAuthApplication,0,91.38713405195661,45.15144535319967,22530.571231246635,91.38713405195661,27307052.33227083
0.1,ReactivateOAuthApplication,0,92.22962025777606,34.59805332356347,17264.428608458173,92.22962025777606,20924487.47345129
0.215,UpdateUserpool,0,92.33321000137097,42.91596536357303,21415.06671642294,92.33321000137097,25955060.860304564
0.215,ReactivateSamlApplication,0,95.49239863462313,36.977749731496466,18451.89711601674,95.49239863462313,22363699.30461232
1,SetPasswordHash,0,96.24738130403802,44.65862100928776,22284.65188363459,96.24738130403802,27008998.08296502
0.1,ValidateDomain,0,98.3736847630252,50.42332904659868,25161.241194252743,98.3736847630252,30495424.327434223
0.215,SetOAuthApplicationAccessBindings,0,99.37623270252695,46.793407216179126,23349.910200873383,99.37623270252695,28300091.16345866
0.1,SuspendOAuthApplication,0,107.54778968405319,49.84306204998868,24871.687962944354,107.54778968405319,30144485.81108852
0.1,CreateSamlApplication,0,108.47942960379878,59.87623216101207,29878.239848345023,108.47942960379878,36212426.696194224
4.642,SetPasswordHash,0,109.05272874015711,50.10023483312523,25000.01718172949,109.05272874015711,30300020.824256293
0.215,CreateSamlApplication,0,112.45681744665978,54.110889770217526,27001.333995338544,112.45681744665978,32725616.802350357
0.215,UpdateUser,0,114.04628576935055,57.227804611474696,28556.67450112587,114.04628576935055,34610689.49536451
0.147,UpdateSamlApplication,0,114.500759499396,58.487611174634914,29185.317976142822,114.500759499396,35372605.38708514
0.464,UpdateUserpool,0,114.56667598797405,50.631664946755144,25265.200808430818,114.56667598797405,30621423.37981817
0.1,UpdateUserpool,0,115.75755611311747,57.784433429001744,28834.43228107187,115.75755611311747,34947331.92465901
0.1,UpdateUser,0,116.23079381734073,55.67358899610842,27781.120909058103,116.23079381734073,33670718.541778386
0.1,UpdateOAuthApplicationAssignments,0,118.66991886344739,64.09037930123597,31981.09927131675,118.66991886344739,38761092.31683587
10,DeleteUser,0,119.86469761134337,63.39013464467892,31631.677187694782,119.86469761134337,38337592.75148598
0.316,SuspendSamlApplication,0,120.59974527872896,59.9078590591293,29894.02167050552,120.59974527872896,36231554.264652655
0.147,DeleteOAuthApplication,0,122.68434924339493,62.37160706014084,31123.431923010277,122.68434924339493,37721599.4906884
0.215,SuspendOAuthApplication,0,123.56582122824436,68.62893382982782,34245.83798108408,123.56582122824436,41505955.6330738
0.1,SetOAuthApplicationAccessBindings,0,128.65480700752673,64.6345566771358,32252.64378189077,128.65480700752673,39090204.26365153
2.154,UpdateOAuthApplicationAccessBindings,0,128.71746836086635,66.38667664774754,33126.95164722602,128.71746836086635,40149865.39643796
0.316,ReactivateOAuthApplication,0,130.13711721727017,64.30740658415198,32089.39588549184,130.13711721727017,38892347.81321612
0.464,ReactivateOAuthApplication,0,133.6294094095931,66.02694723928113,32947.44667240128,133.6294094095931,39932305.3669503
0.681,ReactivateOAuthApplication,0,141.34640527963057,63.19991582439732,31536.757996374265,141.34640527963057,38222550.69160573
0.681,ReactivateSamlApplication,0,145.1114801664151,66.26647821078916,33066.97262718379,145.1114801664151,40077170.82414672
0.316,ValidateDomain,0,146.9108845205508,72.15734626356003,36006.51578551646,146.9108845205508,43639897.13204609
0.316,UpdateOAuthApplicationAccessBindings,0,148.28820602485226,69.95948068873506,34909.780863678796,148.28820602485226,42310654.40677868
0.316,UpdateUserpool,0,149.95498059340667,71.60618492779443,35731.48627896942,149.95498059340667,43306561.370110884
0.316,SetOAuthApplicationAccessBindings,0,150.09432652486927,65.66586785713457,32767.268060710154,150.09432652486927,39713928.889580615
0.316,ReactivateSamlApplication,0,150.288041288003,75.0188510663773,37434.40668212227,150.288041288003,45370500.89873211
6.813,CreateUser,0,151.39229194405644,75.075987932982,37462.91797855802,151.39229194405644,45405056.59001227
0.316,UpdateOAuthApplicationAssignments,0,153.1380704994405,83.20547592143433,41519.53248479573,153.1380704994405,50321673.37157223
0.316,DeleteSamlApplication,0,155.37964959243973,78.47877192862612,39160.90719238443,155.37964959243973,47463019.517169945
0.147,UnlinkOAuthClient,0,156.21211159183807,80.25554731261651,40047.51810899564,156.21211159183807,48537591.94810264
0.681,SuspendSamlApplication,0,158.32294642950367,73.34879347245285,36601.047942753976,158.32294642950367,44360470.10661796
0.464,SuspendSamlApplication,0,159.25084881847386,68.11903629132793,33991.399109372636,159.25084881847386,41197575.72055956
0.147,CreateOAuthApplication,0,160.24481013459453,81.94476573809705,40890.43810331043,160.24481013459453,49559210.9812121
1,UpdateOAuthApplication,0,161.44986044299634,78.2169375466367,39030.25183577171,161.44986044299634,47304665.2249553
1.468,SetPasswordHash,0,161.7039542175479,74.962734360986,37406.404446132015,161.7039542175479,45336562.18871201
10,CreateUser,0,162.1322069797637,75.83951798791345,37843.91947596881,162.1322069797637,45866830.404874295
0.1,UpdateSamlApplication,0,163.17253165251626,90.49221836524569,45155.6169642576,163.17253165251626,54728607.76068029
0.316,UpdateOAuthApplication,0,166.219708050928,84.45797899742624,42144.531519715696,166.219708050928,51079172.20189556
4.642,UpdateUser,0,167.71534246070343,77.97587064305223,38909.95945088306,167.71534246070343,47158870.85447055
0.316,CreateSamlApplication,0,170.57952613639466,94.37916656242989,47095.204114652515,170.57952613639466,57079387.38695866
0.1,CreateOAuthApplication,0,173.33655155343254,79.98402507390364,39912.028511877914,173.33655155343254,48373378.55639608
0.215,UpdateSamlApplication,0,176.5377821541102,94.61414444019536,47212.45807565749,176.5377821541102,57221499.18769676
0.316,UpdateUser,0,178.35119483382746,80.3791699847221,40109.20582237632,178.35119483382746,48612357.45671998
0.464,CreateSamlApplication,0,188.29261043788142,92.22734018542556,46021.44275252736,188.29261043788142,55777988.616063215
6.813,DeleteSamlApplication,0,189.75037554395882,86.45365443650716,43140.37356381708,189.75037554395882,52286132.75934632
0.681,SuspendOAuthApplication,0,190.6406973988047,91.59369832965062,45705.25546649566,190.6406973988047,55394769.62539275
0.464,ReactivateSamlApplication,0,190.7903197710407,82.5418682964718,41188.39227993943,190.7903197710407,49920331.44328661
0.316,SuspendOAuthApplication,0,191.50629342080546,92.6826384851003,46248.63660406505,191.50629342080546,56053347.56412694
0.464,UpdateOAuthApplication,0,195.44202376348355,87.98496397516006,43904.49702360487,195.44202376348355,53212250.39260911
0.316,UnlinkOAuthClient,0,197.93702863094543,87.15204184436057,43488.868880335925,197.93702863094543,52708509.082967155
0.1,DeleteOAuthApplication,0,198.06684362668173,94.16574339523079,46988.70595422017,198.06684362668173,56950311.61651492
0.215,DeleteOAuthApplication,0,199.8298361622749,101.5150113508107,50655.99066405454,199.8298361622749,61395060.68483397
2.154,SetOAuthApplicationAccessBindings,0,202.93361896494716,93.63848123845081,46725.602137986956,202.93361896494716,56631429.79124015
0.464,SuspendOAuthApplication,0,206.8863957212125,89.28196840879778,44551.702235990095,206.8863957212125,53996663.110020004
3.162,UpdateUser,0,210.1906849209226,97.72392565461678,48764.23890165377,210.1906849209226,59102257.54880454
