le,method,min,max,avg,sum,last,integral
0.5,iam.v1.IamTokenService/CreateForAccessKey,0,0.0036975919814203053,0.00028562444058025896,0.14166972252780843,0,170.53086419753095
0.75,iam.v1.IamTokenService/CreateForComputeInstance,0,0.0043516735932852295,0.00029626245181268437,0.14694617609909144,0,178.0987654320988
2.5,iam.v1.IamTokenService/CreateForComputeInstance,0,0.005569306930693069,0.00032936761418077303,0.16336633663366343,0,198
0.5,iam.v1.IamTokenService/Revoke,0,0.004604164120115721,0.00040490160127123814,0.2008311942305341,0.0000309405940594247,242.92592592592592
0.005,iam.v1.IamTokenService/Revoke,0,0.005816322372978071,0.0004616954020476071,0.22900091941561312,0.0016555459893814644,272.6355340848094
0.5,iam.v1.IamTokenService/CreateForService,0,0.0061626533023673,0.0005537926851227536,0.27468117182088575,0.0006394389438943706,328.4567901234568
0.1,iam.v1.IamCookieService/CreateForSubject,0,0.004899564030477081,0.0005911087641411796,0.29318994701402507,0.0008452611565504336,354.3091787439614
0.0075,iam.v1.IamTokenService/Exchange,0,0.005113474310393945,0.0006315651726462971,0.31325632563256334,0,376.98765432098764
0.1,iam.v1.awscompatibility.TemporaryAccessKeyService/Create,0,0.0038300126308926713,0.0006488365383730729,0.32182292303304416,0.0001856435643564544,390.0493827160493
0.05,iam.v1.IamCredentialService/Revoke,0,0.02240964837224483,0.0006737475569540229,0.33417878824919534,0.000856023102310156,398.2716049382716
0.05,iam.v1.IamTokenService/Revoke,0,0.006722894511673112,0.0007129521195847184,0.3536242513140203,0,424.51851851851825
0.75,iam.v1.IamTokenService/CreateForSubject,0,0.02798150185388913,0.0007509655535446016,0.3724789145581224,0.0000618811881188494,450.6172839506173
2.5,iam.v1.IamTokenService/Create,0,0.013114737399665777,0.0009091238761048911,0.4463798231675015,0.0006600660066008101,537.8395061728393
0.075,iam.v1.awscompatibility.TemporaryAccessKeyService/Create,0,0.004930122641893803,0.0008988815905381516,0.4458452689069232,0.00003587315253259563,538.2533548040795
5.0,iam.v1.IamTokenService/CreateForServiceAccount,0,0.06330445544554449,0.001019394263987802,0.48421227539420597,0,586.8652777777777
0.25,iam.v1.IamCookieService/CreateForSubject,0,0.025341874465224352,0.0009825409681116677,0.4873403201833872,0.0037317046922082974,590.6070853462156
0.005,iam.v1.RefreshTokenIssueService/CreateForSubject,0,0.0061524670985617265,0.0010658342566634191,0.5286537913050559,0.001051980198019877,635.0740740740739
0.001,iam.v1.awscompatibility.PresignUrlService/Create,0,0.04711717699547755,0.0011706141178243312,0.5817952165586926,0,705.1358024691358
0.0025,iam.v1.AbstractTokenService/Issue,0,0.010705700199649391,0.0012478706833854132,0.6189438589591649,0.004125860955660956,745.2587224906065
